Shift,Name,Far,Local,Stay,Bad,Absent
23.02.19 - 3,Pallet truck 03,0.000000,0.065243,0.934653,0.000000,0.000104
23.02.19 - 3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.19 - 3,Pallet truck 02,0.056875,0.093854,0.849167,0.000000,0.000104
23.02.19 - 3,Pallet truck 11,0.000000,0.017083,0.982812,0.000000,0.000104
23.02.19 - 3,Pallet truck 14,0.000000,0.239549,0.760347,0.000000,0.000104
23.02.19 - 3,Cart 13,0.000000,0.035104,0.964792,0.000000,0.000104
23.02.19 - 3,Pallet truck 08,0.000000,0.036111,0.963785,0.000000,0.000104
23.02.20 - 1,Cart 16,0.017569,0.178056,0.804271,0.000000,0.000104
23.02.20 - 1,Cart 05,0.000000,0.051111,0.548611,0.236389,0.163889
23.02.20 - 1,Cart 09,0.000000,0.121354,0.878542,0.000000,0.000104
23.02.20 - 1,Cart 15,0.008819,0.030139,0.677326,0.000000,0.283715
23.02.20 - 1,Forklift 01,0.011181,0.052049,0.752743,0.000000,0.184028
23.02.20 - 1,Cart 04,0.053472,0.124688,0.626389,0.000174,0.195278
23.02.20 - 1,Cart 12,0.000000,0.068368,0.830104,0.000000,0.101528
23.02.20 - 1,Forklift 17,0.152118,0.243993,0.603785,0.000000,0.000104
23.02.20 - 1,Pallet truck 07,0.000000,0.068507,0.931389,0.000000,0.000104
23.02.20 - 1,Cart 10,0.000000,0.113576,0.715521,0.000000,0.170903
23.02.20 - 1,Pallet truck 03,0.000000,0.052535,0.764792,0.000000,0.182674
23.02.20 - 1,Forklift 06,0.000000,0.004757,0.995139,0.000000,0.000104
23.02.20 - 1,Pallet truck 02,0.056597,0.363403,0.579653,0.000243,0.000104
23.02.20 - 1,Pallet truck 11,0.018472,0.071042,0.753264,0.000000,0.157222
23.02.20 - 1,Pallet truck 14,0.000000,0.081181,0.641944,0.000000,0.276875
23.02.20 - 1,Cart 13,0.000000,0.131875,0.868021,0.000000,0.000104
23.02.20 - 1,Pallet truck 08,0.016424,0.056597,0.926875,0.000000,0.000104
23.02.20 - 2,Cart 16,0.000000,0.100139,0.763646,0.000000,0.136215
23.02.20 - 2,Cart 05,0.000000,0.000000,0.003889,0.996007,0.000104
23.02.20 - 2,Cart 09,0.030243,0.031979,0.937674,0.000000,0.000104
23.02.20 - 2,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.20 - 2,Forklift 01,0.046285,0.054653,0.898958,0.000000,0.000104
23.02.20 - 2,Cart 04,0.095556,0.286562,0.617292,0.000486,0.000104
23.02.20 - 2,Cart 12,0.000000,0.081181,0.918715,0.000000,0.000104
23.02.20 - 2,Forklift 17,0.000000,0.048750,0.951076,0.000069,0.000104
23.02.20 - 2,Pallet truck 07,0.015972,0.255208,0.728715,0.000000,0.000104
23.02.20 - 2,Cart 10,0.031424,0.100000,0.868472,0.000000,0.000104
23.02.20 - 2,Pallet truck 03,0.000000,0.095208,0.904687,0.000000,0.000104
23.02.20 - 2,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.20 - 2,Pallet truck 02,0.019201,0.323090,0.657396,0.000208,0.000104
23.02.20 - 2,Pallet truck 11,0.000000,0.040521,0.959375,0.000000,0.000104
23.02.20 - 2,Pallet truck 14,0.000000,0.074340,0.925556,0.000000,0.000104
23.02.20 - 2,Cart 13,0.000000,0.070382,0.929514,0.000000,0.000104
23.02.20 - 2,Pallet truck 08,0.000000,0.020521,0.979375,0.000000,0.000104
23.02.20 - 3,Cart 16,0.000000,0.161250,0.757882,0.000000,0.080868
23.02.20 - 3,Cart 05,0.000000,0.000000,0.000382,0.684132,0.315486
23.02.20 - 3,Cart 09,0.000000,0.001076,0.998819,0.000000,0.000104
23.02.20 - 3,Cart 15,0.022326,0.011493,0.966076,0.000000,0.000104
23.02.20 - 3,Forklift 01,0.000000,0.050139,0.949757,0.000000,0.000104
23.02.20 - 3,Cart 04,0.005660,0.302812,0.691424,0.000000,0.000104
23.02.20 - 3,Cart 12,0.000000,0.149410,0.473299,0.000000,0.377292
23.02.20 - 3,Forklift 17,0.000000,0.066493,0.933403,0.000000,0.000104
23.02.20 - 3,Pallet truck 07,0.000000,0.123194,0.876701,0.000000,0.000104
23.02.20 - 3,Cart 10,0.006736,0.060069,0.933090,0.000000,0.000104
23.02.20 - 3,Pallet truck 03,0.000000,0.034722,0.726597,0.000000,0.238681
23.02.20 - 3,Forklift 06,0.000000,0.001979,0.997917,0.000000,0.000104
23.02.20 - 3,Pallet truck 02,0.044757,0.268229,0.516181,0.170729,0.000104
23.02.20 - 3,Pallet truck 11,0.000000,0.234410,0.765486,0.000000,0.000104
23.02.20 - 3,Pallet truck 14,0.000000,0.113125,0.886771,0.000000,0.000104
23.02.20 - 3,Cart 13,0.000000,0.066562,0.933333,0.000000,0.000104
23.02.20 - 3,Pallet truck 08,0.000000,0.040278,0.959618,0.000000,0.000104
23.02.21 - 1,Cart 16,0.018229,0.079375,0.850208,0.000000,0.052187
23.02.21 - 1,Cart 05,0.000000,0.000556,0.000833,0.000000,0.998611
23.02.21 - 1,Cart 09,0.000000,0.037118,0.739236,0.000000,0.223646
23.02.21 - 1,Cart 15,0.067465,0.103438,0.828993,0.000000,0.000104
23.02.21 - 1,Forklift 01,0.063507,0.103021,0.833368,0.000000,0.000104
23.02.21 - 1,Cart 04,0.034549,0.152569,0.812778,0.000000,0.000104
23.02.21 - 1,Cart 12,0.000000,0.168403,0.555417,0.000000,0.276181
23.02.21 - 1,Forklift 17,0.133611,0.113403,0.752604,0.000278,0.000104
23.02.21 - 1,Pallet truck 07,0.000000,0.137083,0.862812,0.000000,0.000104
23.02.21 - 1,Cart 10,0.019965,0.042743,0.937187,0.000000,0.000104
23.02.21 - 1,Pallet truck 03,0.000000,0.059306,0.673403,0.000000,0.267292
23.02.21 - 1,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.21 - 1,Pallet truck 02,0.027292,0.140451,0.831667,0.000486,0.000104
23.02.21 - 1,Pallet truck 11,0.055347,0.130000,0.814549,0.000000,0.000104
23.02.21 - 1,Pallet truck 14,0.000000,0.002049,0.008125,0.989722,0.000104
23.02.21 - 1,Cart 13,0.013368,0.129028,0.857500,0.000000,0.000104
23.02.21 - 1,Pallet truck 08,0.000000,0.006354,0.402431,0.000000,0.591215
23.02.21 - 2,Cart 16,0.000000,0.048090,0.479167,0.000000,0.472743
23.02.21 - 2,Cart 05,0.000000,0.002083,0.005694,0.962292,0.029931
23.02.21 - 2,Cart 09,0.016285,0.155694,0.827917,0.000000,0.000104
23.02.21 - 2,Cart 15,0.000000,0.018194,0.563194,0.000000,0.418611
23.02.21 - 2,Forklift 01,0.043264,0.017257,0.634167,0.000000,0.305312
23.02.21 - 2,Cart 04,0.048299,0.105069,0.846528,0.000000,0.000104
23.02.21 - 2,Cart 12,0.000000,0.032396,0.380382,0.000000,0.587222
23.02.21 - 2,Forklift 17,0.005625,0.181285,0.693194,0.002431,0.117465
23.02.21 - 2,Pallet truck 07,0.000000,0.242847,0.757049,0.000000,0.000104
23.02.21 - 2,Cart 10,0.000000,0.098403,0.901493,0.000000,0.000104
23.02.21 - 2,Pallet truck 03,0.000000,0.041701,0.783299,0.000000,0.175000
23.02.21 - 2,Forklift 06,0.000000,0.000000,0.677535,0.000000,0.322465
23.02.21 - 2,Pallet truck 02,0.000000,0.048368,0.151701,0.196389,0.603542
23.02.21 - 2,Pallet truck 11,0.000000,0.053437,0.537049,0.000000,0.409514
23.02.21 - 2,Pallet truck 14,0.000000,0.000000,0.205035,0.794861,0.000104
23.02.21 - 2,Cart 13,0.000000,0.044896,0.955000,0.000000,0.000104
23.02.21 - 2,Pallet truck 08,0.000000,0.000000,0.633889,0.000000,0.366111
23.02.21 - 3,Cart 16,0.000000,0.044306,0.844306,0.000000,0.111389
23.02.21 - 3,Cart 05,0.000000,0.000000,0.008229,0.991667,0.000104
23.02.21 - 3,Cart 09,0.000000,0.009340,0.110486,0.000000,0.880174
23.02.21 - 3,Cart 15,0.000000,0.010799,0.989097,0.000000,0.000104
23.02.21 - 3,Forklift 01,0.000000,0.024826,0.975069,0.000000,0.000104
23.02.21 - 3,Cart 04,0.112326,0.255521,0.631424,0.000625,0.000104
23.02.21 - 3,Cart 12,0.000000,0.076076,0.418368,0.000000,0.505556
23.02.21 - 3,Forklift 17,0.000000,0.060382,0.939097,0.000417,0.000104
23.02.21 - 3,Pallet truck 07,0.000000,0.103299,0.392431,0.000000,0.504271
23.02.21 - 3,Cart 10,0.000000,0.036111,0.721354,0.000000,0.242535
23.02.21 - 3,Pallet truck 03,0.024688,0.052361,0.922847,0.000000,0.000104
23.02.21 - 3,Forklift 06,0.000000,0.000937,0.887708,0.000000,0.111354
23.02.21 - 3,Pallet truck 02,0.109931,0.311806,0.424826,0.153333,0.000104
23.02.21 - 3,Pallet truck 11,0.000000,0.106285,0.768333,0.000139,0.125243
23.02.21 - 3,Pallet truck 14,0.000000,0.000000,0.082674,0.917222,0.000104
23.02.21 - 3,Cart 13,0.000000,0.211910,0.787986,0.000000,0.000104
23.02.21 - 3,Pallet truck 08,0.000000,0.037639,0.846875,0.000000,0.115486
23.02.22 - 1,Cart 16,0.022257,0.068229,0.909410,0.000000,0.000104
23.02.22 - 1,Cart 05,0.000000,0.000000,0.000590,0.117361,0.882049
23.02.22 - 1,Cart 09,0.000000,0.080069,0.419896,0.000000,0.500035
23.02.22 - 1,Cart 15,0.042813,0.053819,0.903264,0.000000,0.000104
23.02.22 - 1,Forklift 01,0.023611,0.052326,0.923958,0.000000,0.000104
23.02.22 - 1,Cart 04,0.032743,0.042743,0.617361,0.000000,0.307153
23.02.22 - 1,Cart 12,0.000000,0.034861,0.453785,0.000000,0.511354
23.02.22 - 1,Forklift 17,0.067535,0.132882,0.799479,0.000000,0.000104
23.02.22 - 1,Pallet truck 07,0.000000,0.010694,0.096042,0.000069,0.893194
23.02.22 - 1,Cart 10,0.000000,0.060729,0.430174,0.000000,0.509097
23.02.22 - 1,Pallet truck 03,0.000000,0.055278,0.555868,0.000000,0.388854
23.02.22 - 1,Forklift 06,0.015590,0.033333,0.950972,0.000000,0.000104
23.02.22 - 1,Pallet truck 02,0.054931,0.257674,0.644167,0.043125,0.000104
23.02.22 - 1,Pallet truck 11,0.063333,0.077014,0.859549,0.000000,0.000104
23.02.22 - 1,Pallet truck 14,0.000000,0.000000,0.000000,0.964722,0.035278
23.02.22 - 1,Cart 13,0.000000,0.137500,0.862396,0.000000,0.000104
23.02.22 - 1,Pallet truck 08,0.000000,0.051667,0.948229,0.000000,0.000104
23.02.22 - 2,Cart 16,0.000000,0.186944,0.347049,0.000000,0.466007
23.02.22 - 2,Cart 09,0.037708,0.116910,0.845278,0.000000,0.000104
23.02.22 - 2,Cart 15,0.000000,0.004132,0.635243,0.000000,0.360625
23.02.22 - 2,Forklift 01,0.051736,0.035486,0.912674,0.000000,0.000104
23.02.22 - 2,Cart 04,0.032257,0.104792,0.399167,0.000174,0.463611
23.02.22 - 2,Cart 12,0.000000,0.016146,0.983750,0.000000,0.000104
23.02.22 - 2,Forklift 17,0.000000,0.019479,0.533646,0.000000,0.446875
23.02.22 - 2,Pallet truck 07,0.000000,0.000903,0.520312,0.000000,0.478785
23.02.22 - 2,Cart 10,0.014063,0.208368,0.777465,0.000000,0.000104
23.02.22 - 2,Pallet truck 03,0.000000,0.021840,0.518229,0.000000,0.459931
23.02.22 - 2,Forklift 06,0.000000,0.101458,0.817743,0.000000,0.080799
23.02.22 - 2,Pallet truck 02,0.006285,0.208785,0.741215,0.043611,0.000104
23.02.22 - 2,Pallet truck 11,0.000000,0.001285,0.998611,0.000000,0.000104
23.02.22 - 2,Pallet truck 14,0.000000,0.000000,0.000208,0.476354,0.523438
23.02.22 - 2,Cart 13,0.000000,0.032326,0.967569,0.000000,0.000104
23.02.22 - 2,Pallet truck 08,0.016806,0.000069,0.936840,0.000000,0.046285
23.02.22 - 3,Cart 16,0.000000,0.312500,0.512257,0.000000,0.175243
23.02.22 - 3,Cart 09,0.000000,0.028993,0.282222,0.000000,0.688785
23.02.22 - 3,Cart 15,0.004826,0.001667,0.993403,0.000000,0.000104
23.02.22 - 3,Forklift 01,0.000000,0.039792,0.611910,0.000000,0.348299
23.02.22 - 3,Cart 04,0.042674,0.142743,0.814479,0.000000,0.000104
23.02.22 - 3,Cart 12,0.000000,0.011632,0.988264,0.000000,0.000104
23.02.22 - 3,Forklift 17,0.034271,0.083854,0.881771,0.000000,0.000104
23.02.22 - 3,Pallet truck 07,0.000000,0.003333,0.996563,0.000000,0.000104
23.02.22 - 3,Cart 10,0.000000,0.069410,0.294340,0.000000,0.636250
23.02.22 - 3,Pallet truck 03,0.000000,0.062118,0.937778,0.000000,0.000104
23.02.22 - 3,Forklift 06,0.000000,0.151771,0.848125,0.000000,0.000104
23.02.22 - 3,Pallet truck 02,0.022569,0.285313,0.645000,0.047014,0.000104
23.02.22 - 3,Pallet truck 11,0.011736,0.048889,0.939271,0.000000,0.000104
23.02.22 - 3,Pallet truck 14,0.000000,0.000000,0.016319,0.983576,0.000104
23.02.22 - 3,Cart 13,0.000000,0.009167,0.176806,0.000000,0.814028
23.02.22 - 3,Pallet truck 08,0.000000,0.033333,0.966562,0.000000,0.000104
23.02.23 - 1,Cart 05,0.000000,0.000104,0.006562,0.880625,0.112708
23.02.23 - 1,Cart 09,0.009653,0.035590,0.853333,0.000000,0.101424
23.02.23 - 1,Cart 15,0.023646,0.044097,0.932153,0.000000,0.000104
23.02.23 - 1,Forklift 01,0.022882,0.134063,0.745104,0.000000,0.097951
23.02.23 - 1,Cart 04,0.024132,0.230868,0.607187,0.000417,0.137396
23.02.23 - 1,Cart 12,0.000000,0.110208,0.889687,0.000000,0.000104
23.02.23 - 1,Forklift 17,0.127882,0.103264,0.768576,0.000174,0.000104
23.02.23 - 1,Pallet truck 07,0.040868,0.074583,0.557049,0.000000,0.327500
23.02.23 - 1,Cart 10,0.000000,0.091736,0.789028,0.000000,0.119236
23.02.23 - 1,Pallet truck 03,0.000000,0.084444,0.915451,0.000000,0.000104
23.02.23 - 1,Forklift 06,0.026424,0.044618,0.928854,0.000000,0.000104
23.02.23 - 1,Pallet truck 02,0.114861,0.324306,0.560729,0.000000,0.000104
23.02.23 - 1,Pallet truck 11,0.006632,0.039931,0.953333,0.000000,0.000104
23.02.23 - 1,Pallet truck 14,0.000000,0.000000,0.005799,0.272951,0.721250
23.02.23 - 1,Cart 13,0.000000,0.102847,0.775521,0.000000,0.121632
23.02.23 - 1,Pallet truck 08,0.056493,0.053403,0.890000,0.000000,0.000104
23.02.23 - 2,Cart 05,0.004444,0.006736,0.005625,0.580174,0.403021
23.02.23 - 2,Cart 09,0.000000,0.098403,0.835868,0.000000,0.065729
23.02.23 - 2,Cart 15,0.000000,0.015903,0.983993,0.000000,0.000104
23.02.23 - 2,Forklift 01,0.042083,0.119722,0.838090,0.000000,0.000104
23.02.23 - 2,Cart 04,0.069236,0.363715,0.566944,0.000000,0.000104
23.02.23 - 2,Cart 12,0.000000,0.075625,0.924271,0.000000,0.000104
23.02.23 - 2,Forklift 17,0.000000,0.036944,0.960208,0.002743,0.000104
23.02.23 - 2,Pallet truck 07,0.000000,0.252118,0.747778,0.000000,0.000104
23.02.23 - 2,Cart 10,0.000000,0.020729,0.806806,0.000000,0.172465
23.02.23 - 2,Pallet truck 03,0.000000,0.109861,0.890035,0.000000,0.000104
23.02.23 - 2,Forklift 06,0.000000,0.119063,0.880833,0.000000,0.000104
23.02.23 - 2,Pallet truck 02,0.082431,0.268750,0.557535,0.091181,0.000104
23.02.23 - 2,Pallet truck 11,0.000000,0.014861,0.573889,0.000000,0.411250
23.02.23 - 2,Cart 13,0.000000,0.126042,0.873854,0.000000,0.000104
23.02.23 - 2,Pallet truck 08,0.000000,0.010660,0.989236,0.000000,0.000104
23.02.23 - 3,Cart 09,0.000000,0.016528,0.868681,0.000000,0.114792
23.02.23 - 3,Cart 15,0.000000,0.000000,0.926910,0.000000,0.073090
23.02.23 - 3,Forklift 01,0.000000,0.076285,0.582083,0.000000,0.341632
23.02.23 - 3,Cart 04,0.000000,0.030243,0.540556,0.000000,0.429201
23.02.23 - 3,Cart 12,0.000000,0.029549,0.970347,0.000000,0.000104
23.02.23 - 3,Forklift 17,0.000000,0.083299,0.915521,0.001076,0.000104
23.02.23 - 3,Pallet truck 07,0.000000,0.082743,0.693194,0.000000,0.224062
23.02.23 - 3,Cart 10,0.000000,0.062639,0.826007,0.000000,0.111354
23.02.23 - 3,Pallet truck 03,0.028576,0.096111,0.662431,0.000000,0.212882
23.02.23 - 3,Forklift 06,0.000000,0.103611,0.896285,0.000000,0.000104
23.02.23 - 3,Pallet truck 02,0.000000,0.000000,0.001528,0.223681,0.774792
23.02.23 - 3,Pallet truck 11,0.000000,0.063472,0.822361,0.000000,0.114167
23.02.23 - 3,Cart 13,0.000000,0.093368,0.906528,0.000000,0.000104
23.02.23 - 3,Pallet truck 08,0.000000,0.025799,0.974097,0.000000,0.000104
23.02.24 - 1,Cart 09,0.000000,0.058785,0.941111,0.000000,0.000104
23.02.24 - 1,Cart 15,0.000000,0.085000,0.666528,0.000000,0.248472
23.02.24 - 1,Forklift 01,0.000000,0.047222,0.752396,0.000000,0.200382
23.02.24 - 1,Cart 04,0.059687,0.141076,0.593507,0.001250,0.204479
23.02.24 - 1,Cart 12,0.012951,0.068160,0.918785,0.000000,0.000104
23.02.24 - 1,Forklift 17,0.073819,0.220417,0.704028,0.001632,0.000104
23.02.24 - 1,Pallet truck 07,0.000000,0.174167,0.600625,0.000000,0.225208
23.02.24 - 1,Cart 10,0.003507,0.150694,0.845694,0.000000,0.000104
23.02.24 - 1,Pallet truck 03,0.039167,0.054340,0.704167,0.000000,0.202326
23.02.24 - 1,Forklift 06,0.023194,0.080451,0.713056,0.000000,0.183299
23.02.24 - 1,Pallet truck 02,0.000000,0.000000,0.003333,0.776493,0.220174
23.02.24 - 1,Pallet truck 11,0.017292,0.141458,0.841146,0.000000,0.000104
23.02.24 - 1,Cart 13,0.000000,0.096007,0.903889,0.000000,0.000104
23.02.24 - 1,Pallet truck 08,0.037674,0.038229,0.923993,0.000000,0.000104
23.02.24 - 2,Cart 09,0.017812,0.113750,0.868333,0.000000,0.000104
23.02.24 - 2,Cart 15,0.000000,0.042951,0.703785,0.253160,0.000104
23.02.24 - 2,Forklift 01,0.050799,0.036944,0.912153,0.000000,0.000104
23.02.24 - 2,Cart 04,0.047014,0.196840,0.755278,0.000764,0.000104
23.02.24 - 2,Cart 12,0.000000,0.116632,0.638958,0.000000,0.244410
23.02.24 - 2,Forklift 17,0.000000,0.093090,0.828646,0.078160,0.000104
23.02.24 - 2,Pallet truck 07,0.000000,0.000000,0.139306,0.860590,0.000104
23.02.24 - 2,Cart 10,0.000000,0.005625,0.465104,0.354549,0.174722
23.02.24 - 2,Pallet truck 03,0.000000,0.006146,0.993750,0.000000,0.000104
23.02.24 - 2,Forklift 06,0.000000,0.017674,0.243194,0.739028,0.000104
23.02.24 - 2,Pallet truck 02,0.009931,0.103750,0.264896,0.621319,0.000104
23.02.24 - 2,Pallet truck 11,0.000000,0.112014,0.485000,0.151389,0.251597
23.02.24 - 2,Cart 13,0.000000,0.025278,0.188472,0.379236,0.407014
23.02.24 - 2,Pallet truck 08,0.000000,0.002222,0.608056,0.389618,0.000104
23.02.25 - 1,Cart 09,0.000000,0.000000,0.001250,0.123646,0.875104
23.02.25 - 1,Cart 15,0.000000,0.000000,0.002396,0.122500,0.875104
23.02.25 - 1,Cart 04,0.018194,0.025937,0.080764,0.000000,0.875104
23.02.25 - 1,Cart 12,0.000000,0.022500,0.090278,0.012118,0.875104
23.02.25 - 1,Cart 10,0.000000,0.000000,0.000000,0.124896,0.875104
23.02.25 - 1,Forklift 06,0.000000,0.000000,0.000000,0.124896,0.875104
23.02.25 - 1,Pallet truck 02,0.000000,0.011632,0.113264,0.000000,0.875104
23.02.25 - 1,Pallet truck 11,0.000000,0.000000,0.005035,0.119861,0.875104
23.02.25 - 1,Cart 13,0.000000,0.000000,0.000000,0.124896,0.875104
23.02.26 - 1,Forklift 17,0.000000,0.000000,0.127396,0.000000,0.872604
23.02.27 - 1,Cart 16,0.012431,0.103958,0.883507,0.000000,0.000104
23.02.27 - 1,Cart 05,0.000000,0.014375,0.985521,0.000000,0.000104
23.02.27 - 1,Cart 09,0.040799,0.082014,0.877083,0.000000,0.000104
23.02.27 - 1,Cart 15,0.043715,0.060312,0.542986,0.350243,0.002743
23.02.27 - 1,Forklift 01,0.099062,0.272743,0.628090,0.000000,0.000104
23.02.27 - 1,Cart 04,0.082882,0.083056,0.833958,0.000000,0.000104
23.02.27 - 1,Cart 12,0.027813,0.042569,0.929514,0.000000,0.000104
23.02.27 - 1,Forklift 17,0.014583,0.031146,0.284722,0.662951,0.006597
23.02.27 - 1,Pallet truck 07,0.031354,0.196632,0.771910,0.000000,0.000104
23.02.27 - 1,Cart 10,0.075868,0.170590,0.753437,0.000000,0.000104
23.02.27 - 1,Pallet truck 03,0.000000,0.058021,0.941875,0.000000,0.000104
23.02.27 - 1,Forklift 06,0.041285,0.109028,0.849583,0.000000,0.000104
23.02.27 - 1,Pallet truck 02,0.105451,0.105208,0.788438,0.000243,0.000660
23.02.27 - 1,Pallet truck 11,0.016875,0.054340,0.928681,0.000000,0.000104
23.02.27 - 1,Pallet truck 14,0.000000,0.108368,0.891528,0.000000,0.000104
23.02.27 - 1,Cart 13,0.014687,0.125556,0.859653,0.000000,0.000104
23.02.27 - 1,Pallet truck 08,0.080035,0.137847,0.700486,0.080590,0.001042
23.02.27 - 2,Cart 16,0.000486,0.024618,0.556319,0.000000,0.418576
23.02.27 - 2,Cart 05,0.014965,0.000521,0.950729,0.000000,0.033785
23.02.27 - 2,Cart 09,0.005382,0.057292,0.624340,0.000000,0.312986
23.02.27 - 2,Cart 15,0.000000,0.028264,0.764444,0.000000,0.207292
23.02.27 - 2,Forklift 01,0.041424,0.270660,0.520382,0.000000,0.167535
23.02.27 - 2,Cart 04,0.040069,0.138090,0.820660,0.000000,0.001181
23.02.27 - 2,Cart 12,0.000000,0.011111,0.765069,0.000000,0.223819
23.02.27 - 2,Forklift 17,0.000000,0.077882,0.897847,0.000000,0.024271
23.02.27 - 2,Pallet truck 07,0.058507,0.122604,0.817396,0.000000,0.001493
23.02.27 - 2,Cart 10,0.018333,0.172639,0.638021,0.000000,0.171007
23.02.27 - 2,Pallet truck 03,0.000000,0.032847,0.631076,0.001458,0.334618
23.02.27 - 2,Forklift 06,0.018854,0.132569,0.528299,0.000174,0.320104
23.02.27 - 2,Pallet truck 02,0.001319,0.057361,0.227083,0.382396,0.331840
23.02.27 - 2,Pallet truck 11,0.000000,0.003542,0.995382,0.000000,0.001076
23.02.27 - 2,Pallet truck 14,0.000000,0.058472,0.717361,0.000000,0.224167
23.02.27 - 2,Cart 13,0.009896,0.032986,0.637083,0.000000,0.320035
23.02.27 - 2,Pallet truck 08,0.013646,0.089028,0.712569,0.000000,0.184757
23.02.27 - 3,Cart 16,0.000000,0.030417,0.969479,0.000000,0.000104
23.02.27 - 3,Cart 05,0.006979,0.000937,0.991979,0.000000,0.000104
23.02.27 - 3,Cart 09,0.000000,0.062847,0.937049,0.000000,0.000104
23.02.27 - 3,Cart 15,0.000000,0.040660,0.959236,0.000000,0.000104
23.02.27 - 3,Forklift 01,0.000000,0.296806,0.703090,0.000000,0.000104
23.02.27 - 3,Cart 04,0.000000,0.086667,0.783993,0.000000,0.129340
23.02.27 - 3,Cart 12,0.000000,0.049028,0.950868,0.000000,0.000104
23.02.27 - 3,Forklift 17,0.027917,0.027083,0.879271,0.000000,0.065729
23.02.27 - 3,Pallet truck 07,0.000000,0.149479,0.653229,0.000000,0.197292
23.02.27 - 3,Cart 10,0.020243,0.014549,0.860208,0.000000,0.105000
23.02.27 - 3,Pallet truck 03,0.018611,0.063576,0.917708,0.000000,0.000104
23.02.27 - 3,Forklift 06,0.050000,0.219340,0.730556,0.000000,0.000104
23.02.27 - 3,Pallet truck 02,0.000000,0.000000,0.000382,0.999514,0.000104
23.02.27 - 3,Pallet truck 11,0.005799,0.054201,0.780799,0.000000,0.159201
23.02.27 - 3,Pallet truck 14,0.000000,0.128194,0.871701,0.000000,0.000104
23.02.27 - 3,Cart 13,0.000000,0.052222,0.947674,0.000000,0.000104
23.02.27 - 3,Pallet truck 08,0.007465,0.151875,0.735278,0.000000,0.105382
23.02.28 - 1,Cart 16,0.000000,0.199028,0.800868,0.000000,0.000104
23.02.28 - 1,Cart 05,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.28 - 1,Cart 09,0.000000,0.058611,0.850174,0.000000,0.091215
23.02.28 - 1,Cart 15,0.022431,0.018160,0.959097,0.000000,0.000313
23.02.28 - 1,Forklift 01,0.021111,0.140174,0.661319,0.000000,0.177396
23.02.28 - 1,Cart 04,0.091458,0.076458,0.831979,0.000000,0.000104
23.02.28 - 1,Cart 12,0.000000,0.077153,0.922743,0.000000,0.000104
23.02.28 - 1,Forklift 17,0.094410,0.149896,0.481146,0.029167,0.245382
23.02.28 - 1,Pallet truck 07,0.016042,0.139687,0.844167,0.000000,0.000104
23.02.28 - 1,Cart 10,0.108924,0.196736,0.694236,0.000000,0.000104
23.02.28 - 1,Pallet truck 03,0.038021,0.098160,0.644514,0.000000,0.219306
23.02.28 - 1,Forklift 06,0.069514,0.170069,0.715382,0.000000,0.045035
23.02.28 - 1,Pallet truck 02,0.097326,0.063160,0.558785,0.277222,0.003507
23.02.28 - 1,Pallet truck 11,0.000000,0.070521,0.929375,0.000000,0.000104
23.02.28 - 1,Pallet truck 14,0.000000,0.060000,0.770104,0.000000,0.169896
23.02.28 - 1,Cart 13,0.000000,0.015278,0.984618,0.000000,0.000104
23.02.28 - 1,Pallet truck 08,0.116979,0.233889,0.649028,0.000000,0.000104
23.02.28 - 2,Cart 16,0.000000,0.060833,0.935764,0.000000,0.003403
23.02.28 - 2,Cart 05,0.010486,0.000833,0.285382,0.651910,0.051389
23.02.28 - 2,Cart 09,0.014132,0.031319,0.809063,0.000000,0.145486
23.02.28 - 2,Cart 15,0.000000,0.026562,0.834028,0.000000,0.139410
23.02.28 - 2,Forklift 01,0.011076,0.350174,0.633125,0.000000,0.005625
23.02.28 - 2,Cart 04,0.018021,0.123229,0.852569,0.000000,0.006181
23.02.28 - 2,Cart 12,0.000000,0.045903,0.947083,0.000000,0.007014
23.02.28 - 2,Forklift 17,0.000000,0.080174,0.745694,0.000000,0.174132
23.02.28 - 2,Pallet truck 07,0.000000,0.031424,0.826458,0.000000,0.142118
23.02.28 - 2,Cart 10,0.000000,0.048576,0.944132,0.000000,0.007292
23.02.28 - 2,Pallet truck 03,0.000000,0.052708,0.941111,0.000000,0.006181
23.02.28 - 2,Forklift 06,0.000000,0.294444,0.560035,0.000000,0.145521
23.02.28 - 2,Pallet truck 02,0.013611,0.116493,0.865903,0.000660,0.003333
23.02.28 - 2,Pallet truck 11,0.000000,0.054028,0.831319,0.000000,0.114653
23.02.28 - 2,Pallet truck 14,0.000000,0.034271,0.958889,0.000000,0.006840
23.02.28 - 2,Cart 13,0.000000,0.067674,0.923715,0.000000,0.008611
23.02.28 - 2,Pallet truck 08,0.000000,0.031667,0.871493,0.000000,0.096840
23.02.28 - 3,Cart 16,0.000000,0.035868,0.964028,0.000000,0.000104
23.02.28 - 3,Cart 05,0.000000,0.000799,0.426285,0.504062,0.068854
23.02.28 - 3,Cart 09,0.000000,0.011597,0.988299,0.000000,0.000104
23.02.28 - 3,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
